local_var = std::max(local_var,std::fabs(*y++))#50000000#15456.2#986.141#1172.4#61.7951#14419.2#1022.89#9621.2#439.813#9214.2#285.116#9385.4#331.14#9601.4#221.093#9895.6#695.384#9551.8#381.425#9231.4#345.969#9484.2#938.32#9220#1017.61#9128.6#795.636#9035.6#992.41#
local_var = std::max(local_var,std::fabs(*y++))#500000000#150054#-nan#11782.8#395.137#154241#-nan#99445.8#-nan#88848.4#-nan#91306#-nan#94698#-nan#97623.2#-nan#93906.6#-nan#92403.8#-nan#93694#-nan#91783.4#-nan#94472.4#-nan#94083.6#-nan#
local_var = std::max(local_var,std::fabs(*y++)); *x++=local_var#500000#231#63.2297#20#2.96648#276.4#45.9156#173.2#52.1053#142.4#18.0289#134.4#14.2352#152.6#48.4091#145.2#30.0892#145.4#22.4553#139.6#14.1223#143#26.1916#142.6#16.439#141.8#15.6895#149.8#11.99#
local_var = std::max(local_var,std::fabs(*y++)); *x++=local_var#5000000#2822.4#267.373#211.6#10.9836#2678.8#119.193#2105.4#161.72#2090.2#110.96#2198#93.1858#2235.4#140.993#2176#161.591#1983.8#208.252#1770.4#261.333#1621.4#276.446#1443.4#220.15#1595.6#327.629#1556.4#205.63#
local_var = std::max(local_var,std::fabs(*y++)); *x++=local_var#50000000#33231#1650.96#2683#107.969#32363.8#1103.22#30415.2#1194.07#31171.2#1160.4#31635#984.094#32354.8#722.557#32300.6#1276.02#31592.4#1329.46#31536.2#1120.35#32284.4#1287.35#32053.2#1142.3#31939.6#1429.69#32002.2#1467.26#
local_var = std::max(local_var,std::fabs(*y++)); *x++=local_var#500000000#325393#-nan#28602.4#3074.87#328174#-nan#303545#-nan#309315#-nan#318304#-nan#318955#-nan#318850#-nan#316103#-nan#313347#-nan#312152#-nan#318259#-nan#316750#-nan#317312#-nan#
*x *= *x++#500000#343.6#47.9274#28.4#3.82623#428.4#9.56243#226.2#15.3284#169.8#3.96989#155.4#11.4123#157#19.3184#142.8#15.4971#153.4#9.60417#132.8#12.1557#136.8#8.63481#125#9.77753#138.2#8.86341#142.4#6.2482#
*x *= *x++#5000000#3288#70.9986#281.6#16.3291#3541.2#82.7464#2012.4#161.188#1383.2#53.6485#1040.6#42.8514#898#29.5432#801.6#25.8039#694.4#71.6536#611#40.8069#581.4#44.9871#554.2#28.4282#483.2#39.199#506#57.7512#
*x *= *x++#50000000#34425.2#1251.14#2848.8#175.225#33957.8#1364.62#20852.6#797.595#20556#658.259#20457.6#632.408#20495#543.959#20426.8#773.719#20098.8#661.048#19916#786.663#20289.8#715.174#20135.6#376.845#20278#667.082#20731.8#697.626#
*x *= *x++#500000000#329434#-nan#27277.2#798.938#336981#-nan#211790#-nan#201332#-nan#202996#-nan#206745#-nan#209261#-nan#207373#-nan#208375#-nan#212001#-nan#213182#-nan#211380#-nan#212562#-nan#
